step,train_loss,val_loss
100,4.8228759765625,
200,4.81329345703125,
300,4.775146484375,
400,4.644134521484375,
500,4.678375244140625,
500,4.678375244140625,4.494305725097656
600,4.504608154296875,
700,4.46893310546875,
800,4.477783203125,
900,4.37310791015625,
1000,4.240936279296875,
1000,4.240936279296875,3.8086377716064455
1100,4.287681579589844,
1200,4.11602783203125,
1300,3.8822021484375,
1400,3.6567373275756836,
1500,3.0812034606933594,
1500,3.0812034606933594,2.918024287223816
1600,3.1529974937438965,
1700,3.2305221557617188,
1800,2.8180313110351562,
1900,2.6704330444335938,
2000,2.239293098449707,
2000,2.239293098449707,2.234797925949097
2100,2.3048737049102783,
2200,2.376652240753174,
2300,2.180792808532715,
2400,2.4326424598693848,
2500,2.1339845657348633,
2500,2.1339845657348633,1.8937436318397523
2600,1.7558786869049072,
2700,1.9059209823608398,
2800,2.0633511543273926,
2900,2.0344746112823486,
3000,1.94929838180542,
3000,1.94929838180542,1.653724765777588
3100,1.8221837282180786,
3200,2.231210231781006,
3300,1.859097957611084,
3400,2.1236143112182617,
3500,1.5052478313446045,
3500,1.5052478313446045,1.51074622631073
3600,2.0623939037323,
3700,1.7195323705673218,
3800,1.715582251548767,
3900,1.4429700374603271,
4000,1.7662194967269897,
4000,1.7662194967269897,1.424220596551895
4100,1.5035145282745361,
4200,1.8029186725616455,
4300,1.572663426399231,
4400,1.4243361949920654,
4500,1.3302111625671387,
4500,1.3302111625671387,1.3659630942344665
4600,1.9113554954528809,
4700,1.4843498468399048,
4800,1.525521993637085,
4900,1.2418047189712524,
5000,1.3744653463363647,
5000,1.3744653463363647,1.2907179021835327
5100,1.4020946025848389,
5200,1.1629632711410522,
5300,1.5042483806610107,
5400,1.7140083312988281,
5500,1.593842625617981,
5500,1.593842625617981,1.2246818959712982
5600,1.2378407716751099,
5700,1.2097641229629517,
5800,1.6397591829299927,
5900,1.8949244022369385,
6000,1.3756601810455322,
6000,1.3756601810455322,1.1911026561260223
6100,1.5017582178115845,
6200,1.441188931465149,
6300,1.6832737922668457,
6400,1.4180545806884766,
6500,1.360749363899231,
6500,1.360749363899231,1.1615192151069642
6600,1.2809782028198242,
6700,1.2966355085372925,
6800,1.1351069211959839,
6900,1.4633080959320068,
7000,1.1460661888122559,
7000,1.1460661888122559,1.0996864998340607
7100,1.1046379804611206,
7200,1.3928120136260986,
7300,0.9457137584686279,
7400,1.0836732387542725,
7500,0.9793328046798706,
7500,0.9793328046798706,1.0679020690917969
7600,1.4098739624023438,
7700,1.3073047399520874,
7800,1.0606063604354858,
7900,1.2230066061019897,
8000,0.9554977416992188,
8000,0.9554977416992188,1.0486438000202178
8100,1.3364919424057007,
8200,1.1101794242858887,
8300,1.4513053894042969,
8400,1.2241607904434204,
8500,0.9228235483169556,
8500,0.9228235483169556,1.0168184769153594
8600,1.1762738227844238,
8700,1.1196331977844238,
8800,1.190425157546997,
8900,0.8844510316848755,
9000,0.9255469441413879,
